NA_Sales_Log,JP_Sales_Log,EU_Sales_Log,Other_Sales_Log,Critic_Count,User_Count,Microsoft,Nintendo,Other,PC,PlayStation,Action,Casual,RPG,Simulation,Sports,Strategy,Global_Sales
1.1216775615991057,0.2151113796169455,1.1908875647772805,0.5988365010887039,22,161.0,0,0,0,0,1,1,0,0,0,0,0,5.42
1.1314021114911006,0.0,1.2296405510745139,0.6365768290715511,21,25.0,0,0,0,0,1,0,1,0,0,0,0,5.41
1.3164082336557241,0.0,1.0402767116551463,0.6043159668533296,45,410.0,0,0,0,0,1,1,0,0,0,0,0,5.4
0.688134638736401,1.0681530811834012,1.172482137234565,0.22314355131420976,52,156.0,0,1,0,0,0,0,0,0,1,0,0,5.39
1.1568811967920856,1.0986122886681098,0.6729444732424258,0.1823215567939546,21,25.0,0,1,0,0,0,0,1,0,0,0,0,5.34
1.0116009116784799,1.0543120297715298,0.7929925155296614,0.412109650826833,83,2506.0,0,0,0,0,1,0,0,1,0,0,0,5.34
1.3912819026309295,0.6981347220709843,0.7514160886839212,0.14842000511827322,21,25.0,0,1,0,0,0,0,1,0,0,0,0,5.31
0.9631743177730056,1.3297240096314962,0.5709795465857378,0.1310282624064042,22,792.0,0,0,0,0,1,0,0,1,0,0,0,5.3
0.8960880245566357,0.20701416938432612,1.3376291891386096,0.5933268452777344,33,896.0,0,0,0,0,1,1,0,0,0,0,0,5.3
1.1939224684724346,0.8241754429663495,0.8754687373538999,0.27763173659827955,70,734.0,0,1,0,0,0,1,0,0,0,0,0,5.29
1.4182774069729414,0.02955880224154443,0.9895411936137477,0.36464311358790924,61,1204.0,1,0,0,0,0,1,0,0,0,0,0,5.29
1.0715836162801904,1.1346227261911428,0.7323678937132266,0.1570037488096647,45,404.0,0,0,0,0,1,0,0,1,0,0,0,5.29
1.4445632692438664,0.009950330853168092,0.9360933591703348,0.3920420877760237,53,900.0,1,0,0,0,0,1,0,0,0,0,0,5.28
1.4655675420143985,0.7371640659767196,0.5822156198526637,0.058268908123975824,21,25.0,0,1,0,0,0,1,0,0,0,0,0,5.27
1.415853163361435,0.0769610411361284,0.9360933591703348,0.41871033485818504,82,1320.0,1,0,0,0,0,1,0,0,0,0,0,5.27
